_id,created_at,favourite_count,index,retweet_count,text
60f9e95fffc0381c73f2c97f,2021-07-20T10:20:00.000Z,,15,0,RT @keis94671201: Causes of near-misses among nurses during the COVID-19 pandemic. https://t.co/2sC7SBN8UI  #��_�Ѵ�����������_��� #�ܱ��_�__��� #��Ћ�_�⡌����ď��
60f9e95fffc0381c73f2c980,2021-07-20T10:20:00.000Z,,16,0,RT @camerouninema: Not she about to take out half the pop scene
60f9e95fffc0381c73f2c981,2021-07-20T10:20:00.000Z,,17,0,"RT @CKWS_TV: With more than 16,000 available appointments, KFL&amp;A Public Health is urging those who haven't gotten both doses of their COVID��_"
60f9e95fffc0381c73f2c982,2021-07-20T10:20:00.000Z,,18,0,"RT @TexasDSHS: COVID-19 is increasing in Texas. Rises in variants, including Delta, have led to surges in cases and hospitalizations. Unvac��_"
60f9e95fffc0381c73f2c983,2021-07-20T10:20:00.000Z,,19,0,"RT @lgbtdlipa: I think dua lipa's immune system should be studied at universities"
60f9e95fffc0381c73f2c984,2021-07-20T10:20:00.000Z,,20,0,51 percent of unvaccinated individuals think the COVID-19 vaccine contains a microchip https://t.co/vz32hVzyWE
60f9e95fffc0381c73f2c985,2021-07-20T10:20:00.000Z,,21,0,"Greene gets 12-hour Twitter suspension over COVID-19 misinformation https://t.co/14nGu2EP9nCancelations, suspensio��_ https://t.co/CdRpFAbz9D"
60f9e95fffc0381c73f2c986,2021-07-20T10:20:00.000Z,,22,0,"RT @CFloresNews: Just confirmed there is now a 6th confirmed COVID-19 case among the Texas House Democrats who are in Washington, D.C., now��_"
60f9e95fffc0381c73f2c987,2021-07-20T10:20:00.000Z,,23,0,"RT @allkpop: EXID's Hani has reportedly tested positive for COVID-19https://t.co/ww9kjX3ERX"
60f9e95fffc0381c73f2c988,2021-07-20T10:20:00.000Z,,24,0,@AussieVal10 you dont have to be anti vaxer....just anti closed mindhttps://t.co/WtYJdF4Yij
60f9e95fffc0381c73f2c989,2021-07-20T10:20:00.000Z,,25,0,Suo Motu Statement by IT Minister on Pegasus Row; Floor Leaders to be Briefed on Covid-19��Situation https://t.co/xOzDdN3Nnm
60f9e95fffc0381c73f2c98a,2021-07-20T10:20:00.000Z,,26,0,"RT @Breaking911: CCP NATIONAL HEALTH COMMISSION: COVID-19 vaccines must remain voluntary, local health authorities MAY NOT mandate the COVI��_"
60f9e95fffc0381c73f2c98b,2021-07-20T10:20:00.000Z,,27,0,RT @keis94671201: Long-Term Symptoms and Health Care Visits After COVID-19 Infection. https://t.co/IDpsbZIp2i  #��_�Ѵ�����������_��� #�ܱ��_�__��� #��Ћ�_�⡌����ď��
60f9e95fffc0381c73f2c98c,2021-07-20T10:20:00.000Z,,28,0,"@neeratanden 'Just like we have been saying'...When did he tell his audience to take Covid-19 seriously?Somebod��_ https://t.co/jXbemMWnND"
60f9e95fffc0381c73f2c98d,2021-07-20T10:20:00.000Z,,29,0,RT @koconews: Green Day announces surprise concert in Tulsa for people vaccinated against COVID-19  https://t.co/dvZDa3WoCa
60f9e95fffc0381c73f2c98e,2021-07-20T10:20:00.000Z,,30,0,"RT @DrIanWeissman: The U.S. will begin making its first COVID-19 vaccine shipments to Africa in the coming days, with the ultimate goal of��_"
60f9e95fffc0381c73f2c98f,2021-07-20T10:20:00.000Z,,31,0,"RT @JamesEKHildreth: In case there is any doubt that COVID-19 is still a major concern, consider this..."
60f9e95fffc0381c73f2c990,2021-07-20T10:20:00.000Z,,32,0,"RT @CFloresNews: Just confirmed there is now a 6th confirmed COVID-19 case among the Texas House Democrats who are in Washington, D.C., now��_"
60f9e95fffc0381c73f2c991,2021-07-20T10:20:00.000Z,,33,0,RT @joncoopertweets: 99.5% of all deaths from Covid-19 in this country are among the unvaccinated. Pass it on.  #GetVaccinatedOrGetCovid
60f9e95fffc0381c73f2c992,2021-07-20T10:20:00.000Z,,34,,"RT @bhonekhant247: ��χ�_�۱�ہ��_��ۇۼ�ہ��ȇ�_�ۼ�����ۇ�ȇ�Ӈۼ �����χۦ�۪��χ�_��_"""
60f9e95fffc0381c73f2c993,2021-07-20T10:20:00.000Z,,35,0,RT @SuicidePrevAU: The @aihw released updated data on suicide &amp; self-harm monitoring today. Despite increased calls to support lines &amp; ment��_
60f9e95fffc0381c73f2c994,2021-07-20T10:20:00.000Z,,36,0,"RT @TheMarieOakes: How is this NOT the LARGEST story in Canada?Quebec nursing home often gave morphine rather than treat COVID-19 patien��_"""
60f9e95fffc0381c73f2c995,2021-07-20T10:20:00.000Z,,37,0,RT @theseoulstory: Hani reportedly tested positive for COVID-19She was a close contact with a staff who recently tested positiveCast an��_
60f9e95fffc0381c73f2c996,2021-07-20T10:20:00.000Z,,38,0,RT @richardddean: More two-faced hypocrisy from the entertainers at Fox. Fox News has a strict COVID-19 policy that includes the kind of va��_
60f9e95fffc0381c73f2c997,2021-07-20T10:20:00.000Z,,39,0,RT @LauraWalkerKC: Flashback:  Study Finds More COVID-19 Cases Among Viewers Of Fox News Host Who Downplayed Pandemic https://t.co/tGrhJFDT��_
60f9e95fffc0381c73f2c998,2021-07-20T10:20:00.000Z,,40,0,"RT @lgbtdlipa: I think dua lipa's immune system should be studied at universities"
60f9e95fffc0381c73f2c999,2021-07-20T10:20:00.000Z,,41,0,RT @TheTNHoller: HANNITY: ���Please take COVID-19 seriously��_�۝Anyone else notice @FoxNews seems to have changed its tune the same day the ma��_
60f9e95fffc0381c73f2c99a,2021-07-20T10:20:00.000Z,,42,0,There are eight active cases of the Delta variant in the Philippines after retesting patients previously tagged as��_ https://t.co/3SQawT3OM9
60f9e95fffc0381c73f2c99b,2021-07-20T10:20:00.000Z,,43,0,"RT @lgbtdlipa: I think dua lipa's immune system should be studied at universities"
60f9e95fffc0381c73f2c99c,2021-07-20T10:20:00.000Z,,44,0,"RT @urstrulyMahesh: As the COVID-19 cases surge everyday, please remember to wear your mask every time you're around people and step out on��_"
60f9e95fffc0381c73f2c99d,2021-07-20T10:20:00.000Z,,45,0,JUNTA USES COVID AS WEAPONS#DreadfulCovidAmidMilitaryCoup#SACWantsCovidUncontrollable https://t.co/an02fE56xt
60f9e95fffc0381c73f2c99e,2021-07-20T10:20:00.000Z,,46,0,"RT @Thenationth: Ministry of Public Health reported on Tuesday morning that in the past 24 hours there are 11,305 new patients who tested p��_"
60f9e95fffc0381c73f2c99f,2021-07-20T10:20:00.000Z,,47,0,"RT @warriorfactor: Prediction: NSW won't be the worst.NSW daily cases already stable at 100; Victoria peaked at 700.Despite media lies, N��_"
60f9e95fffc0381c73f2c9a0,2021-07-20T10:20:00.000Z,,48,0,RT @RealSaltySlim: I�۪m thinking they lied about getting the vaccine like the rest of the establishment
60f9e95fffc0381c73f2c9a1,2021-07-20T10:20:00.000Z,,49,0,RT @Actually_Tina: WHY THE FUCK WOULD YOU GIVE MORPHINE TO A PATIENT IN PULMONARY DISTRESS
60f9e95fffc0381c73f2c9a2,2021-07-20T10:20:00.000Z,,50,0,"RT @TheRickWilson: Darwin's Waiting Room is full."
60f9e95fffc0381c73f2c9a3,2021-07-20T10:20:00.000Z,,51,0,RT @GregDore2: ���Let it rip�۝: never advocated &amp; never would. Playbook of extremists on here: link anyone questioning whether sustained Covid��_
60f9e95fffc0381c73f2c9a4,2021-07-20T10:20:00.000Z,,52,0,RT @IainLJBrown: SFU cybercrime team fights COVID-19 misinformation with artificial intelligence - EurekAlertRead more here: https://t.co��_
60f9e95fffc0381c73f2c9a5,2021-07-20T10:20:00.000Z,,53,0,RT @FireLecce: @Mmemcrae1 @DFisman @SickKidsNews The report also calls for COVID-19 public responses to no longer be so heavily focused on��_
60f9e95fffc0381c73f2c9a6,2021-07-20T10:20:00.000Z,,54,0,Greene gets 12-hour Twitter suspension over COVID-19 misinformation https://t.co/JcFroc6ITm
60f9e95fffc0381c73f2c9a7,2021-07-20T10:20:00.000Z,,55,0,RT @RWMaloneMD: Deaths from COVID ���incredibly rare�۪ among childrenStudies find that overall risk of death or severe disease from COVID-19��_
60f9e95fffc0381c73f2c9a8,2021-07-20T10:20:00.000Z,,56,0,RT @NewsBFM: Thousands of Thai protesters took to the streets today to voice their frustrations with the government�۪s handling of Covid-19��_
60f9e95fffc0381c73f2c9a9,2021-07-20T10:20:00.000Z,,57,0,"RT @hkfp: @Olympics Lam refused to answer any more questions on the hotpot scandal, after three officials broke Covid-19 gathering rules."
60f9e95fffc0381c73f2c9aa,2021-07-20T10:20:00.000Z,,58,0,"RT @hninyadanazaw: UNHCR in Myanmar says its first convoy carrying none-food aids such as tarpaulin's, mosquito nets, sleeping mats, blanke��_"
60f9e95fffc0381c73f2c9ab,2021-07-20T10:20:00.000Z,,59,0,"RT @grantstern: Remember when Ron DeSantis said he did a great job with #Covid19 vaccines with the elderly?Florida ranks 49th in the cou��_"""
60f9e95fffc0381c73f2c9ac,2021-07-20T10:20:00.000Z,,60,0,RT @MehtaLaurie: Thank you @TwitterSafety   #ProLife #VaccinesSaveLives
60f9e95fffc0381c73f2c9ad,2021-07-20T10:20:00.000Z,,61,0,"RT @lgbtdlipa: I think dua lipa's immune system should be studied at universities"
60f9e95fffc0381c73f2c9ae,2021-07-20T10:20:00.000Z,,62,0,#epitwitter I need a fact check on this���seeing tweets about the ���99% of all Covid cases are unvaccinated�۪ being dis��_ https://t.co/SYwHpHJ5vj
60f9e95fffc0381c73f2c9af,2021-07-20T10:20:00.000Z,,63,0,RT @GeoffRBennett: U.S. State Department raises UK travel advisory to ���DO NOT TRAVEL�۝ due to COVID-19
60f9e95fffc0381c73f2c9b0,2021-07-20T10:20:00.000Z,,64,0,Such horrible human beings at Fox!  How many people have already died because of their lies and unbelievable hypocr��_ https://t.co/Ng70VUU43l
60f9e95fffc0381c73f2c9b1,2021-07-20T10:20:00.000Z,,65,0,RT @DeshGujarat: India crosses 41-crore Covid-19 vaccination milestone
60f9e95fffc0381c73f2c9b2,2021-07-20T10:20:00.000Z,,66,0,RT @redfishstream: Over 1000 protesters took to the streets of Bangkok to denounce the government�۪s mishandling of the COVID-19 pandemic fo��_
60f9e95fffc0381c73f2c9b3,2021-07-20T10:20:00.000Z,,67,0,RT @theseoulstory: Hani reportedly tested positive for COVID-19She was a close contact with a staff who recently tested positiveCast an��_
60f9e95fffc0381c73f2c9b4,2021-07-20T10:20:00.000Z,,68,0,SAC terrorists are still violating and threatening to the innocent civilians day by day.#CrimesAgainstHumanity��_ https://t.co/WjM1DbCSBA
60f9e95fffc0381c73f2c9b5,2021-07-20T10:20:00.000Z,,69,0,RT @IainLJBrown: SFU cybercrime team fights COVID-19 misinformation with artificial intelligence - EurekAlertRead more here: https://t.co��_
60f9e95fffc0381c73f2c9b6,2021-07-20T10:20:00.000Z,,70,0,RT @MayorDaniella: Latest COVID-19 dashboard: https://t.co/qOhzYhWZO7Our positivity rate is now 8.3% &amp; hospitalizations are increasing wi��_
60f9e95fffc0381c73f2c9b7,2021-07-20T10:20:00.000Z,,71,0,#BREAKING News Today : 3 vaccinated Texas Democrats in Washington test positive for COVID-19https://t.co/JR21LlHkKp
60f9e95fffc0381c73f2c9b8,2021-07-20T10:20:00.000Z,,72,0,The military pretended to be a patient who suffers COVID 19 and arrested real doctors who are helping the people.��_ https://t.co/9eTQtT6uzd
60f9e95fffc0381c73f2c9b9,2021-07-20T10:20:00.000Z,,73,0,RT @GidMK: BIG NEWSNew paper out in BMJ Global Health with a brilliant team of researchers on the health impacts of lockdownsLong story��_
60f9e95fffc0381c73f2c9ba,2021-07-20T10:20:00.000Z,,74,0,RT @theseoulstory: Hani reportedly tested positive for COVID-19She was a close contact with a staff who recently tested positiveCast an��_
60f9e95fffc0381c73f2c9bb,2021-07-20T10:20:00.000Z,,75,0,A Fourth Wave of COVID-19 Is Brewing in the U.S. Is There Enough Time to Stop it? #NewsBreak  https://t.co/tvLDcFznjb
60f9e95fffc0381c73f2c9bc,2021-07-20T10:20:00.000Z,,76,0,Myanmar military terrorist killing people by stopping treatment and using covid-19 outbreak situation as their chan��_ https://t.co/oEtFEpFSV5
60f9e95fffc0381c73f2c9bd,2021-07-20T10:20:00.000Z,,77,0,RT @DEADLINE: Mandatory Covid-19 Vaccinations On Productions Now Optional Under New Return-To-Work��Protocols https://t.co/truUFYloNA
60f9e95fffc0381c73f2c9be,2021-07-20T10:20:00.000Z,,78,0,RT @keis94671201: It turns out that those who consider COVID-19 to be threatening are also more severe in their moral condemnation. https:/��_
60f9e95fffc0381c73f2c9bf,2021-07-20T10:20:00.000Z,,79,0,RT @WicomicoHealth: Covid-19 Testing Tomorrow 300 West Carroll St. 9am-Noon call 410-341-4600 or walk ups welcome https://t.co/AxfBdKtIKp
60f9e95fffc0381c73f2c9c0,2021-07-20T10:20:00.000Z,,80,0,"RT @allkpop: EXID's Hani has reportedly tested positive for COVID-19https://t.co/ww9kjX3ERX"
60f9e95fffc0381c73f2c9c1,2021-07-20T10:20:00.000Z,,81,0,"RT @KoreanUpdates: Play M announces that #VICTON #Seungwoo enlistment has been postponed to 28 July from initial plan 26 July, due to COVID��_"
60e630a8b6b55c49032ae62a,2021-07-06T23:58:01.000Z,0,0,1,RT @FactionInc: Helping enterprise architects unpack today’s cloud data challenges and select the most valuable and cost-effective solution…
60e630a8b6b55c49032ae62b,2021-07-06T23:57:43.000Z,2,1,1,Helping enterprise architects unpack today’s cloud data challenges and select the most valuable and cost-effective solution for your organization. Download the new white paper to learn more: https://t.co/PlT9NWTYwH #datawarehouse #datalake #enterprisearchitect #clouddata https://t.co/4uwxrCy7Yq
60e630a8b6b55c49032ae62c,2021-07-06T23:12:00.000Z,1,2,0,"Ready to speed up your Presto queries?🎉 Sign up for a free trial of Ahana Cloud! We’ll be there if you get stuck. 👉👉https://t.co/zyBSIZadXK

#saas @prestodb #AWS #S3data #datalake https://t.co/SBRHPPD2zZ"
60e630a8b6b55c49032ae62d,2021-07-06T21:20:00.000Z,0,3,0,#Gartner research says 61% of organisations are using a Data Warehouse as part of their infrastructure. Read the #NewYear #Blog from #DataVault  here https://t.co/Q0CJdh17Qy for some great insight into #DataWarehouse #BIWisdom  #CIO #DataLake #DataHub https://t.co/ipf7AkptOV
60e630a8b6b55c49032ae62e,2021-07-06T21:17:27.000Z,0,4,0,"When do you use #data virtualization vs. ETL? 

I just can't imagine why you would need it if you had a decent #datalake.

Am I missing something?"
60e630a8b6b55c49032ae62f,2021-07-06T20:45:59.000Z,0,5,5,RT @williammcknight: I’m on the latest #DataLeadershipLessons #Podcast with @AJAlgmin. I’m talking #data #datawarehouse #datalake #datascie…
60e630a8b6b55c49032ae630,2021-07-06T20:04:32.000Z,0,6,1,"RT @dremio: #ScholaryTuesday - Data Lake vs Data Warehouse - The Myth, The Reality and The Benefits
https://t.co/UNLzLwwSx4
#Data #DataLake…"
60e630a8b6b55c49032ae631,2021-07-06T20:04:27.000Z,2,7,1,"#ScholaryTuesday - Data Lake vs Data Warehouse - The Myth, The Reality and The Benefits
https://t.co/UNLzLwwSx4
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource"
60e630a8b6b55c49032ae632,2021-07-06T20:04:03.000Z,1,8,0,"To efficiently ingest data into a data lake, your team must properly evaluate the environment and technology choices. NEOS shares its lessons learned. 
https://t.co/V474QDX1LP
#datalake #database #insurance https://t.co/EGVAadTH1a"
60e630a8b6b55c49032ae633,2021-07-06T20:00:24.000Z,0,9,3,"RT @dremio: Apache Iceberg: An Architectural Look Under the Covers 
https://t.co/ODcscg9Hc6
#Data #DataLake #Analytics #DataManagement #Lak…"
60e630a8b6b55c49032ae634,2021-07-06T20:00:19.000Z,2,10,3,"Apache Iceberg: An Architectural Look Under the Covers 
https://t.co/ODcscg9Hc6
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource"
60e630a8b6b55c49032ae635,2021-07-06T18:34:11.000Z,0,11,5,RT @dremio: #Webinar - Top 10 Dremio and AWS Best Practices for Data Lakes. Learn how to transform your cloud data lake analytics with @AWS…
60e630a8b6b55c49032ae636,2021-07-06T18:34:06.000Z,3,12,5,"#Webinar - Top 10 Dremio and AWS Best Practices for Data Lakes. Learn how to transform your cloud data lake analytics with @AWS_Partners .
Register Now: https://t.co/ddcb7iFPdP
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #AWS https://t.co/NIX0wFWpZY"
60e630a8b6b55c49032ae637,2021-07-06T17:50:14.000Z,0,13,1,"RT @dremio: 2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/76NtPs02xo
#…"
60e630a8b6b55c49032ae638,2021-07-06T17:50:12.000Z,0,14,1,"RT @SubsurfaceConf: 2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/asGt…"
60e630a8b6b55c49032ae639,2021-07-06T17:50:09.000Z,0,15,1,"2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/76NtPs02xo
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #Subsurface https://t.co/COKEJIJz7j"
60e630a8b6b55c49032ae63a,2021-07-06T17:50:07.000Z,0,16,1,"2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/asGtPedshf
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #Subsurface https://t.co/JhCmmJLu0B"
60e630a8b6b55c49032ae63b,2021-07-06T16:00:04.000Z,1,17,1,"This is a must-attend FREE conference: 2 days, 30+ sessions on how to innovate with open source technologies such as Arrow, Iceberg, Nessie, Delta Lake, Airflow, Dagster, Superset, Druid, and more. Register today!  #DataLake #DataAnalytics  https://t.co/iOKKCwFP52"
60e630a8b6b55c49032ae63c,2021-07-06T15:50:00.000Z,2,18,0,"What does #DataVault2 architecture look like? In the third of our short videos for beginners, we explore the architecture of Data Vault 2.0. #DataLake #DataMart and more. Watch here https://t.co/xDwOLSB3BJ #EnterpriseData #DataModelling #AgileDW #Analytics #data #YouTube #EDW https://t.co/xuI2jsNrjL"
60e630a8b6b55c49032ae63d,2021-07-06T14:25:00.000Z,0,19,0,#Gartner research says 61% of organisations are using a Data Warehouse as part of their infrastructure. Read the #NewYear #Blog from #DataVault  here https://t.co/Q0CJdh17Qy for some great insight into #DataWarehouse #BIWisdom  #CIO #DataLake #DataHub https://t.co/NoPdbMhVr0
60e630a8b6b55c49032ae63e,2021-07-06T13:58:02.000Z,0,20,1,"RT @NEOSLLC: To efficiently ingest data into a data lake, your team must properly evaluate the environment and technology choices. NEOS sha…"
60e630a8b6b55c49032ae63f,2021-07-06T13:03:22.000Z,0,21,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae640,2021-07-06T13:00:49.000Z,1,22,1,"To efficiently ingest data into a data lake, your team must properly evaluate the environment and technology choices. NEOS shares its lessons learned. 
https://t.co/ugkrh5fDRR
#datalake #database #insurance https://t.co/eyuMiTvCdO"
60e630a8b6b55c49032ae641,2021-07-06T12:59:55.000Z,0,23,142,"RT @ume_kyd: Focus on where you really want to go
New journey is on💥

Discover your #data
Gain insight of the future with #DataAnalytics
Co…"
60e630a8b6b55c49032ae642,2021-07-06T12:55:04.000Z,0,24,1,RT @xbsoftware: Some say data lake and data warehouse notions are interchangeable. In the article we define the main difference between the…
60e630a8b6b55c49032ae643,2021-07-06T12:54:25.000Z,0,25,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae644,2021-07-06T12:28:45.000Z,0,26,1,"Some say data lake and data warehouse notions are interchangeable. In the article we define the main difference between them and give some tips on how to choose more suitable approach:
https://t.co/bXzpG1ZzZt
#BigData #DataLake #DataWarehouse"
60e630a8b6b55c49032ae645,2021-07-06T10:44:18.000Z,0,27,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae646,2021-07-06T10:44:12.000Z,0,28,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae647,2021-07-06T10:40:33.000Z,0,29,2,RT @preset_data: Today at 10:00am PDT Robert Stoltz from @preset_data and @BigDataBrett from @dremio will be doing a live-demo on high-perf…
60e630a8b6b55c49032ae648,2021-07-06T10:40:25.000Z,0,30,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae649,2021-07-06T10:40:04.000Z,0,31,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae64a,2021-07-06T10:40:00.000Z,9,32,10,"Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence, #bigdata, #blockchain, #cybersecurity, #datalake, #datascience, #deeplearning, #hadoop, #machinelearning, #neuralnetworks, #nlp, #textanalytics"
60e630a8b6b55c49032ae64b,2021-07-06T09:15:00.000Z,1,33,0,"What does #DataVault2 architecture look like? In the third of our short videos for beginners, we explore the architecture of Data Vault 2.0. #DataLake #DataMart and more. Watch here https://t.co/xDwOLSB3BJ #EnterpriseData #Datamodelling @WhereScape #Analytics #data #YouTube #IBM https://t.co/ihIz12lbyt"
60e630a8b6b55c49032ae64c,2021-07-06T09:00:58.000Z,0,34,2,RT @preset_data: Today at 10:00am PDT Robert Stoltz from @preset_data and @BigDataBrett from @dremio will be doing a live-demo on high-perf…
60e630a8b6b55c49032ae64d,2021-07-06T09:00:53.000Z,5,35,2,"Today at 10:00am PDT Robert Stoltz from @preset_data and @BigDataBrett from @dremio will be doing a live-demo on high-performance #datalake visualization using #Dremio and #ApacheSuperset 📊! Don't forget to register ➡️ https://t.co/j2Jq0UzY54

#DataVisualization #OpenSource"
60e630a8b6b55c49032ae64e,2021-07-06T08:56:21.000Z,0,36,1,RT @AnalyticsFrance: Powering the Digital Next CPG Enterprise with Platforms of Intelligence - https://t.co/ocPJvnUIUy - thanks @RichardEud…
60e630a8b6b55c49032ae64f,2021-07-06T07:52:30.000Z,0,37,3,"RT @BigData_Fr: via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #c…"
60e630a8b6b55c49032ae650,2021-07-06T07:49:26.000Z,0,38,3,"RT @BigData_Fr: via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #c…"
60e630a8b6b55c49032ae651,2021-07-06T07:46:20.000Z,0,39,3,"via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience, #datascience #ds, #gdpr https://t.co/lk5yoWmCwj"
60e630a8b6b55c49032ae652,2021-07-06T07:44:42.000Z,0,40,1,"Powering the Digital Next CPG Enterprise with Platforms of Intelligence - https://t.co/ocPJvnUIUy - thanks @RichardEudes #Analytics,#BigData,#Supplychain,#Compliance,#Cybersecurity,#DataEngineering,#DataGovernance,#DataLake,#DataManagement,#DataPrivacy,#DigitalTransformation,#G…"
60e630a8b6b55c49032ae653,2021-07-06T07:44:41.000Z,0,41,0,"Adelaide's new Women's and Children's Hospital sparks contention over treatment spaces - https://t.co/Ht8SyTI6Ei - thanks @RichardEudes #Analytics,#BigData,#DataLake,#Hadoop"
60e630a8b6b55c49032ae654,2021-07-06T07:39:26.000Z,0,42,1,RT @DataScientistsF: Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/blkOcwmW8l - thanks @RichardEu…
60e630a8b6b55c49032ae655,2021-07-06T07:32:17.000Z,0,43,1,"Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/blkOcwmW8l - thanks @RichardEudes #DataScience #DS,#BigData,#DataEngineering,#DataLake,#DataManagement"
60e630a8b6b55c49032ae656,2021-07-06T07:22:19.000Z,1,44,0,"via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/nrxuLxlswg #bigdata, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience, #datascience #ds, #gdpr https://t.co/JW17jWecEg"
60e630a8b6b55c49032ae657,2021-07-06T07:17:20.000Z,0,45,0,"Airbnb has blocked tens of thousands of bookings in party crackdown - https://t.co/5Lpf8dk6PJ - thanks @RichardEudes #Analytics,#BigData,#DataEngineering,#DataLake,#DataManagement"
60e630a8b6b55c49032ae658,2021-07-06T07:13:35.000Z,0,46,0,"via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/fv99qm0CZ9 #bigdata, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience, #datascience #ds, #gdpr https://t.co/nA9rtuUEha"
