_id,created_at,favourite_count,index,retweet_count,text
60e630a8b6b55c49032ae651,2021-07-06T07:46:20.000Z,0,39,3,"via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience, #datascience #ds, #gdpr https://t.co/lk5yoWmCwj"
60e630a8b6b55c49032ae659,2021-07-06T07:09:47.000Z,1,47,0,"Powering the Digital Next CPG Enterprise with Platforms of Intelligence - https://t.co/aoj8qleZiu - thanks @RichardEudes #DataScience #DS,#BigData,#Supplychain,#Compliance,#Cybersecurity,#DataEngineering,#DataGovernance,#DataLake,#DataManagement,#DataPrivacy,#DigitalTransformat…"
60e630a8b6b55c49032ae633,2021-07-06T20:00:24.000Z,0,9,3,"RT @dremio: Apache Iceberg: An Architectural Look Under the Covers 
https://t.co/ODcscg9Hc6
#Data #DataLake #Analytics #DataManagement #Lak…"
60e630a8b6b55c49032ae63a,2021-07-06T17:50:07.000Z,0,16,1,"2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/asGtPedshf
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #Subsurface https://t.co/JhCmmJLu0B"
60e630a8b6b55c49032ae63d,2021-07-06T14:25:00.000Z,0,19,0,#Gartner research says 61% of organisations are using a Data Warehouse as part of their infrastructure. Read the #NewYear #Blog from #DataVault  here https://t.co/Q0CJdh17Qy for some great insight into #DataWarehouse #BIWisdom  #CIO #DataLake #DataHub https://t.co/NoPdbMhVr0
60e630a8b6b55c49032ae644,2021-07-06T12:28:45.000Z,0,26,1,"Some say data lake and data warehouse notions are interchangeable. In the article we define the main difference between them and give some tips on how to choose more suitable approach:
https://t.co/bXzpG1ZzZt
#BigData #DataLake #DataWarehouse"
60e630a8b6b55c49032ae647,2021-07-06T10:40:33.000Z,0,29,2,RT @preset_data: Today at 10:00am PDT Robert Stoltz from @preset_data and @BigDataBrett from @dremio will be doing a live-demo on high-perf…
60e630a8b6b55c49032ae64c,2021-07-06T09:00:58.000Z,0,34,2,RT @preset_data: Today at 10:00am PDT Robert Stoltz from @preset_data and @BigDataBrett from @dremio will be doing a live-demo on high-perf…
60e630a8b6b55c49032ae655,2021-07-06T07:32:17.000Z,0,43,1,"Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/blkOcwmW8l - thanks @RichardEudes #DataScience #DS,#BigData,#DataEngineering,#DataLake,#DataManagement"
60e630a8b6b55c49032ae661,2021-07-06T03:58:48.000Z,0,55,4,RT @dremio: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Summer 202…
60e630a8b6b55c49032ae663,2021-07-06T03:58:43.000Z,0,57,4,RT @SubsurfaceConf: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Su…
60e630a8b6b55c49032ae666,2021-07-06T02:12:13.000Z,0,60,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae62f,2021-07-06T20:45:59.000Z,0,5,5,RT @williammcknight: I’m on the latest #DataLeadershipLessons #Podcast with @AJAlgmin. I’m talking #data #datawarehouse #datalake #datascie…
60e630a8b6b55c49032ae645,2021-07-06T10:44:18.000Z,0,27,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae658,2021-07-06T07:13:35.000Z,0,46,0,"via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/fv99qm0CZ9 #bigdata, #compliance, #dataengineering, #datagovernance, #datalake, #datamanagement, #dataprivacy, #datascience, #datascience #ds, #gdpr https://t.co/nA9rtuUEha"
60e630a8b6b55c49032ae635,2021-07-06T18:34:11.000Z,0,11,5,RT @dremio: #Webinar - Top 10 Dremio and AWS Best Practices for Data Lakes. Learn how to transform your cloud data lake analytics with @AWS…
60e630a8b6b55c49032ae631,2021-07-06T20:04:27.000Z,2,7,1,"#ScholaryTuesday - Data Lake vs Data Warehouse - The Myth, The Reality and The Benefits
https://t.co/UNLzLwwSx4
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource"
60e630a8b6b55c49032ae63c,2021-07-06T15:50:00.000Z,2,18,0,"What does #DataVault2 architecture look like? In the third of our short videos for beginners, we explore the architecture of Data Vault 2.0. #DataLake #DataMart and more. Watch here https://t.co/xDwOLSB3BJ #EnterpriseData #DataModelling #AgileDW #Analytics #data #YouTube #EDW https://t.co/xuI2jsNrjL"
60e630a8b6b55c49032ae639,2021-07-06T17:50:09.000Z,0,15,1,"2 weeks left until Subsurface Live!! Learn from experts who are leading the innovation. Register now!
https://t.co/76NtPs02xo
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #Subsurface https://t.co/COKEJIJz7j"
60e630a8b6b55c49032ae64f,2021-07-06T07:52:30.000Z,0,37,3,"RT @BigData_Fr: via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #c…"
60e630a8b6b55c49032ae654,2021-07-06T07:39:26.000Z,0,42,1,RT @DataScientistsF: Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/blkOcwmW8l - thanks @RichardEu…
60e630a8b6b55c49032ae636,2021-07-06T18:34:06.000Z,3,12,5,"#Webinar - Top 10 Dremio and AWS Best Practices for Data Lakes. Learn how to transform your cloud data lake analytics with @AWS_Partners .
Register Now: https://t.co/ddcb7iFPdP
#Data #DataLake #Analytics #DataManagement #Lakehouse #OpenSource #AWS https://t.co/NIX0wFWpZY"
60e630a8b6b55c49032ae65e,2021-07-06T05:30:47.000Z,2,52,2,"In this video we focus XGBoost (a distributed #machinelearning algorithm) &amp; the Telco Customer Churn Dataset to train &amp; predict Customer Churn using automated #ApacheSpark #ML pipelines.
Full video - https://t.co/8ZFgkkUXTf
#datalake #datalakes #dataengineering #datascience #data https://t.co/P7zRPX2XL4"
60e630a8b6b55c49032ae665,2021-07-06T02:36:58.000Z,0,59,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae641,2021-07-06T12:59:55.000Z,0,23,142,"RT @ume_kyd: Focus on where you really want to go
New journey is on💥

Discover your #data
Gain insight of the future with #DataAnalytics
Co…"
60e630a8b6b55c49032ae646,2021-07-06T10:44:12.000Z,0,28,10,"RT @RichardEudes: Top 10 Data Science Coding Schools for Boosting Your Career https://t.co/d5dnjWwXKq #analytics, #artificialintelligence,…"
60e630a8b6b55c49032ae65b,2021-07-06T07:09:42.000Z,0,49,0,"Picture perfect: Chinese tourists flock to lake to recreate viral photos - https://t.co/Q6uMsn0B6n - thanks @RichardEudes #DataScience #DS,#BigData,#DataEngineering,#DataLake,#DataManagement"
60e630a8b6b55c49032ae660,2021-07-06T04:38:16.000Z,0,54,8,"RT @RichardEudes: Top Data Visualization Tools for 2021 https://t.co/FZsxqj7OyV #analytics #datascience, #artificialintelligence, #bi, #big…"
60e630a8b6b55c49032ae662,2021-07-06T03:58:43.000Z,0,56,4,RT @dremio: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Summer 202…
60e630a8b6b55c49032ae62e,2021-07-06T21:17:27.000Z,0,4,0,"When do you use #data virtualization vs. ETL? 

I just can't imagine why you would need it if you had a decent #datalake.

Am I missing something?"
60e630a8b6b55c49032ae650,2021-07-06T07:49:26.000Z,0,38,3,"RT @BigData_Fr: via @RichardEudes - Why ETL Needs Open Source to Address the Long Tail of Integrations https://t.co/5HY8oQhTWW #bigdata, #c…"
60e630a8b6b55c49032ae664,2021-07-06T03:58:37.000Z,0,58,4,RT @SubsurfaceConf: If data is on your mind then meet us at the biggest gathering of data lake experts. Register now for Subsurface LIVE Su…
